Geneid,orth_group,num,CaB41,CaB44,Ca30m1,Ca30m2,Ca1h1,Ca1h2,Ca1.5h1,Ca1.5h2,Ca2h1,Ca2h4,Ca3h1,Ca3h2,Ca4h1,Ca4h3,Ca6h1,Ca6h3,Ca8h1,Ca8h2
YGR204W,1237,1,7469,6509,10339,10727,11056,9354,8865,7904,11163,8509,10803,10296,9852,9540,5662,6574,5069,4759
CAGL0K00913g,1237,2,8168,7278,1769,1720,6284,7419,6125,5021,4554,4825,4854,2856,3168,3000,3592,3003,2819,4401
KLLA0E16545g,1237,3,8330,9302,9373,9059,13694,13405,8962,10329,11057,9933,8743,7294,6870,7023,4818,6601,4125,4584
YGR205W,1238,1,508,487,1940,1950,689,569,629,520,1068,778,1134,966,924,769,624,816,444,345
CAGL0K00891g,1238,2,1531,1197,911,820,4647,5201,5764,4881,5966,6221,9334,4689,6033,5275,6193,4599,5139,8762
KLLA0E16501g,1238,3,638,725,251,210,1152,1081,913,1030,1010,888,953,772,813,796,707,1144,778,785
orf19.7345,1238,4,505,522,471,531,635,585,721,592,778,491,525,506,343,408,391,383,358,365
YGR206W,1239,1,188,201,364,363,234,224,243,234,280,228,294,263,357,276,371,369,474,378
CAGL0K00869g,1239,2,223,172,167,176,554,526,573,478,623,649,836,527,735,632,948,601,856,1548
KLLA0E16413g,1239,3,279,315,229,195,632,508,583,591,741,562,701,523,661,673,587,1021,818,742
YAL044W-A,1240,1,538,504,716,795,865,832,749,778,846,766,846,719,1000,858,1122,1128,1329,1161
CAGL0M12210g,1240,2,853,760,877,892,782,850,523,463,483,586,471,425,550,580,643,478,510,776
KLLA0A03575g,1240,3,556,587,664,646,991,906,558,565,575,430,489,397,431,417,336,536,395,383
orf19.5016,1240,4,868,812,935,954,1099,885,1325,913,1270,1029,1209,1330,927,955,1200,971,1021,994
YBR014C,1241,1,1208,1073,2967,2987,1880,1629,1731,1517,1890,1774,2021,1818,1870,1536,1467,1562,2015,1458
YDL010W,1241,2,664,575,1188,1102,784,759,859,758,891,827,924,864,972,881,706,817,838,772
CAGL0I04554g,1241,3,2795,2399,13658,15238,12745,14084,17518,14807,17455,17640,24596,13134,17234,17268,23031,18335,19027,33888
KLLA0E17733g,1241,4,1958,2284,1169,1075,3183,3031,2782,3087,2952,2630,3338,2655,2649,2838,2126,3507,1930,1774
orf19.4150,1241,5,738,709,1011,1047,1049,984,1205,889,1330,1018,1374,1329,1064,1235,1259,1210,1206,1136
YGR207C,1242,1,1106,1106,2471,2679,2242,1992,1760,1600,2259,1912,2243,2308,2006,1994,1402,1573,1366,1247
CAGL0K00847g,1242,2,3661,3204,2951,3244,4291,4591,4054,3459,4090,4331,5913,3631,4386,4377,5129,3839,3737,6342
KLLA0E16391g,1242,3,2987,3660,4672,4450,5379,5214,2668,2943,3190,2536,3357,2923,2947,3230,2830,3963,3045,3280
orf19.6612,1242,4,1728,1676,3753,3882,3709,3116,2301,1794,1567,1340,1704,1377,1065,1197,1293,1215,1265,1266
YGR208W,1243,1,1068,1038,936,986,1537,1377,1403,1332,1468,1126,935,879,909,940,525,684,643,557
CAGL0K00825g,1243,2,3891,3347,2655,2755,848,861,367,299,465,536,1220,569,721,712,751,602,481,891
KLLA0E16369g,1243,3,1191,1400,3613,3255,2483,2403,1295,1590,1899,1546,1718,1352,1559,1579,1257,1916,1515,1464
orf19.5838,1243,4,1541,1560,2508,2559,2835,2409,2847,2081,2613,1971,2754,2542,2030,2412,2225,2638,2179,1929
YGR209C,1244,1,2660,2478,8450,8949,8334,7391,5266,4683,7414,6363,11617,10848,13079,10663,11938,12682,14860,11142
YLR043C,1244,2,3632,3571,4831,4898,4588,4144,3695,3580,4524,3625,3932,3393,3426,2916,3042,3181,4292,3398
CAGL0K00803g,1244,3,21532,18376,25107,26727,26315,28323,29215,25204,31095,34073,34520,22961,23462,22023,23390,17685,19193,30951
KLLA0E16347g,1244,4,4815,5951,4945,4460,7632,7346,5466,5839,5844,4333,5451,4097,4724,5042,4835,8647,5724,5716
YGR210C,1245,1,2734,2527,2083,2342,3250,3148,2978,2888,3048,2365,1450,1362,1822,1808,1985,2427,2917,2393
CAGL0K00781g,1245,2,2545,2451,4332,3991,128,130,135,139,351,382,1549,724,1024,1119,1209,958,931,1120
KLLA0E16237g,1245,3,2034,2410,5352,4821,1303,1161,620,760,1144,1026,1106,941,1032,1082,868,1097,889,969
orf19.4846,1245,4,1214,1074,2234,2313,1717,1481,1074,971,997,779,1346,1087,900,1065,1003,982,992,884
YGR211W,1246,1,2824,2503,1279,1396,3825,3405,3178,3063,2584,1991,998,811,1650,1654,2343,2594,4053,3209
CAGL0K00759g,1246,2,3412,3002,5036,5460,187,188,159,171,367,401,1827,880,1447,1628,1504,1196,1082,1949
KLLA0E16215g,1246,3,1652,1938,3693,3892,730,653,246,338,325,316,406,380,410,415,340,479,390,397
orf19.3300,1246,4,1057,1057,9658,9299,4855,3905,1399,1177,1294,1159,4364,3333,3235,3313,3426,3424,3090,3246
YGR212W,1247,1,251,211,432,430,325,326,351,305,370,249,377,324,362,319,364,330,407,355
CAGL0K00737g,1247,2,1111,971,1136,1161,615,751,653,507,608,692,1149,645,753,628,643,508,418,668
KLLA0C12243g,1247,3,1332,1470,932,752,1552,1598,1507,1719,1935,1696,2059,1823,1959,1874,1564,2383,1575,1609
orf19.4116,1247,4,277,261,139,176,256,205,285,237,336,281,228,236,153,199,229,235,189,225
YGR213C,1248,1,158,117,237,288,192,213,235,193,236,158,191,180,229,190,194,214,293,245
YLR046C,1248,2,333,307,470,492,351,292,397,338,430,300,401,434,533,509,521,590,877,803
CAGL0K00715g,1248,3,2650,2229,1440,1331,757,807,729,571,799,846,871,1043,1204,1575,1443,1166,1101,1823
YGR214W,1249,1,28115,26627,16275,18079,23250,21621,28423,25992,30533,24435,7720,7068,2599,2855,1394,1668,3063,3104
YLR048W,1249,2,28357,25596,14064,17301,24865,22440,28179,26045,28185,21325,6037,5018,1796,1851,838,973,2057,1761
CAGL0M02849g,1249,3,76196,67550,83649,78601,9322,10073,581,442,488,557,1451,765,2658,2565,6141,4571,5879,9269
KLLA0E16171g,1249,4,24713,29539,83816,76719,39852,35455,2499,2930,688,546,587,544,686,607,618,1154,793,918
orf19.6975,1249,5,29048,28739,74714,75154,83816,70098,37512,29624,9546,6536,2822,2514,1934,2020,2339,2056,2517,2511
YGR215W,1250,1,385,421,722,861,736,733,633,533,686,634,734,662,734,675,578,684,800,667
CAGL0B02255g,1250,2,912,711,1119,1114,1861,2038,1476,1282,1158,1271,1425,831,1006,1010,1113,862,915,1507
KLLA0E16127g,1250,3,695,807,2317,2107,860,736,349,334,316,239,334,276,360,305,340,607,464,462
orf19.3297,1250,4,592,583,1127,1245,1488,1244,1370,1043,1281,1051,1025,1018,769,901,920,968,970,778
YGR216C,1251,1,905,873,877,846,1031,999,1036,923,1053,783,664,622,700,627,597,650,838,668
CAGL0B02233g,1251,2,878,762,634,607,614,659,723,635,805,835,1168,719,992,1006,1053,878,965,1576
KLLA0E16105g,1251,3,575,705,691,697,656,588,610,631,1007,909,1089,925,984,1085,925,1211,976,1141
orf19.6977,1251,4,300,328,350,399,272,307,193,194,230,154,278,166,137,173,181,180,131,160
YBR015C,1252,1,4380,3984,4277,4373,4603,4150,5299,4811,5541,4204,4260,3960,4447,3962,3560,3797,4032,3532
CAGL0I04532g,1252,2,5496,4697,5216,4716,2874,3314,1899,1594,2113,2374,4264,2451,3500,3376,3992,3077,2594,4116
KLLA0E17755g,1252,3,3842,4415,4346,3981,5407,5446,4108,4490,4256,3717,3850,3097,3624,3550,3212,4369,3627,3655
orf19.1011,1252,4,2063,2300,1682,1663,1997,1705,2645,1943,2818,2223,2712,2245,1891,1944,1878,1705,1830,1853
YGR217W,1253,1,1012,848,714,756,1035,885,1030,1058,1039,622,557,526,698,711,718,779,1005,894
CAGL0B02211g,1253,2,1122,1082,1306,1142,1176,1518,1569,1317,1692,1685,2618,1637,1851,1664,1865,1758,1751,2542
KLLA0E16083g,1253,3,2083,2148,1555,1358,2308,2437,2210,2752,3025,2744,3014,2746,2709,2818,2662,4106,3217,3561
orf19.3298,1253,4,1165,1309,1318,1470,1486,1436,1810,1441,1813,1494,2118,1626,1446,1659,1362,1399,1279,1354
YGR218W,1254,1,5115,4430,5743,5790,5446,4690,5056,4724,5829,4323,4723,4435,4919,4059,4234,4388,4856,3830
CAGL0B02189g,1254,2,6411,5659,6111,6500,5522,6749,6343,5299,6348,6758,10949,5631,7682,6683,7909,6439,6981,10875
CAGL0I01782g,1254,3,1040,994,799,849,1553,1807,2247,1751,2333,2487,2435,1832,2302,2033,2460,2094,2445,3502
KLLA0E16061g,1254,4,3584,3940,5890,5402,6463,6313,4457,5089,4587,4154,4537,3852,4057,4170,3840,5293,3718,4072
orf19.7483,1254,5,25,35,21,30,19,32,10,21,26,16,28,11,13,14,18,15,14,18
YGR220C,1255,1,829,862,1475,1626,1224,1175,1070,919,1343,1047,1087,1075,977,863,819,850,886,820
CAGL0B02167g,1255,2,2060,1730,2167,2325,4050,4600,2928,2604,2518,2542,2773,1392,1519,1544,1575,1239,1197,1948
KLLA0E16039g,1255,3,1957,2323,5954,5582,1988,1818,972,1129,1293,960,1211,1071,1179,1322,1205,1933,1384,1474
orf19.7485,1255,4,2,3,8,5,8,7,10,8,13,9,10,6,10,8,1,3,5,3
YGR221C,1256,1,666,609,308,346,724,727,751,643,750,521,629,579,792,801,611,679,670,652
YHR149C,1256,2,1375,1306,403,429,1917,1900,1829,1718,1730,1136,809,719,911,1048,550,671,377,644
CAGL0I01848g,1256,3,2065,1875,3848,3004,3608,4102,4090,3351,3428,3799,4811,4144,4574,4857,5100,4676,3522,4444
CAGL0B02145g,1256,4,2788,2504,2452,1732,681,775,408,372,605,689,905,729,823,887,996,804,583,893
KLLA0E15973g,1256,5,2176,2012,3341,2870,2451,2280,1359,1626,1205,1163,1301,1072,1273,996,1193,1552,1146,1256
YGR222W,1257,1,670,618,1023,1080,968,943,881,771,978,775,1011,910,1206,1079,1261,1437,2006,1590
CAGL0B02123g,1257,2,806,719,982,962,943,956,625,537,652,699,1171,606,808,829,914,681,636,1157
KLLA0E15907g,1257,3,563,656,1016,1031,962,856,593,665,782,629,881,725,783,786,750,1132,825,833
orf19.1794,1257,4,136,160,353,298,329,291,181,174,155,119,136,82,81,85,100,83,94,103
YGR223C,1258,1,762,735,2002,1901,1181,1065,1087,955,1511,1039,1483,1438,1560,1397,1371,1564,1686,1243
CAGL0B02101g,1258,2,939,818,734,719,1222,1352,1199,1078,1243,1314,1709,1110,1162,1218,1180,1033,954,1507
KLLA0E15885g,1258,3,301,367,221,196,540,461,634,767,1246,1090,1301,1063,1063,1093,820,1187,734,921
orf19.1793,1258,4,457,483,396,431,398,376,462,370,467,449,726,571,582,610,648,585,554,667
YGR224W,1259,1,400,335,595,540,417,414,408,390,520,357,609,563,706,689,667,738,802,618
CAGL0B02079g,1259,2,17,13,12,11,22,18,20,19,13,20,17,11,12,13,12,9,15,23
YGR225W,1260,1,66,69,278,306,130,134,111,128,167,121,287,255,335,253,393,430,640,345
CAGL0L06578g,1260,2,178,135,226,199,237,243,480,381,716,766,1177,791,943,864,1081,919,992,1551
KLLA0E15863g,1260,3,21,17,17,14,24,34,69,105,213,164,254,214,209,202,117,188,88,106
orf19.5954,1260,4,1,0,0,3,1,5,1,2,3,4,2,2,0,0,0,0,1,0
YGR227W,1261,1,924,870,1214,1266,1414,1274,1068,954,1301,1004,1184,1178,1286,1204,1024,1259,1328,1166
CAGL0L06556g,1261,2,2101,1841,1795,1828,1741,2057,1551,1306,1313,1505,1524,1022,1161,1151,1175,992,947,1356
KLLA0E15797g,1261,3,765,861,1107,1058,834,814,659,804,1120,923,1074,928,1059,1116,949,1445,1150,1132
orf19.6971,1261,4,345,322,213,216,252,318,228,232,346,216,232,180,121,133,130,119,122,114
YGR229C,1262,1,4202,3913,3366,3583,4715,4342,4535,4240,4974,3754,3385,3045,3090,3042,1662,1957,1719,1853
CAGL0L06534g,1262,2,6221,5624,7592,6985,3838,4256,2388,1834,2787,2836,5428,3376,4502,4748,5917,5050,4406,6951
KLLA0E15775g,1262,3,3937,4785,4745,4709,4236,4209,2102,2244,2030,1734,1791,1537,1674,1806,1534,2016,1584,1858
orf19.5058,1262,4,5507,5614,4827,5059,4757,4071,5275,4108,4815,3776,4431,3846,2778,2941,2976,3061,2571,2811
YGR230W,1263,1,171,194,473,470,324,338,260,214,585,435,394,371,420,395,445,468,371,359
YHR152W,1263,2,1026,962,1615,1682,1359,1298,1076,931,1857,1329,1482,1473,1373,1156,782,933,536,482
CAGL0I01914g,1263,3,936,776,1056,1186,1023,1115,1307,1187,662,602,2344,1242,2191,1769,2016,1565,1234,2431
CAGL0L06512g,1263,4,82,57,18,22,217,223,270,220,192,207,447,258,302,288,317,242,193,432
KLLA0E15753g,1263,5,1162,846,1053,926,2246,2042,1817,2130,4118,3522,3225,2615,2790,2913,1086,1943,1071,961
YGR231C,1264,1,2223,2156,6146,6221,4700,4340,3045,2575,4344,3270,5531,5114,5117,4719,4238,4689,4779,3644
CAGL0L06490g,1264,2,3449,3054,2681,2467,6701,7608,7199,5887,6423,6836,5486,4202,4100,3994,4392,3595,3559,5707
KLLA0E15731g,1264,3,2247,2373,2078,1908,5230,4858,3715,4262,4551,3746,4674,3624,3977,4242,3393,5129,3674,3620
orf19.5973,1264,4,2835,2866,2872,3157,3192,2892,4309,3614,4317,3244,3596,2806,2204,2566,2490,2402,2278,2108
YGR232W,1265,1,904,954,1737,1984,1388,1323,1012,880,1392,1202,1672,1558,1516,1330,1320,1485,1753,1319
CAGL0L06600g,1265,2,1240,1039,807,809,4500,5131,5642,4758,5898,6016,7280,3797,4059,3523,4336,3396,3666,6277
KLLA0E15709g,1265,3,728,1041,47,52,1433,1321,1904,2236,2490,2128,2498,1990,1992,2039,1672,2383,1774,1857
orf19.5961,1265,4,1086,1071,548,550,767,647,1310,980,1525,1237,1814,1546,1555,1640,1832,2072,1663,1562
YGR233C,1266,1,744,731,1182,1152,2765,2544,3290,3003,4537,3050,4050,3788,5221,4771,4994,5767,5543,5400
CAGL0L06622g,1266,2,1520,1401,4018,3956,4879,5943,5621,4614,5030,5247,7271,4096,5642,4916,6089,4995,5699,8746
KLLA0E15687g,1266,3,2506,2746,6752,5724,9998,9845,7382,8321,7931,6879,7343,6347,6784,7153,6757,9288,7668,8256
orf19.7475,1266,4,715,746,1598,1523,6110,5635,7429,5618,6682,5439,7052,5182,4295,4477,3852,3261,3297,3666
YGR234W,1267,1,8980,8267,1567,1912,1299,1016,2713,2094,5100,2987,1368,1207,1527,1881,1201,1676,796,1493
CAGL0L06666g,1267,2,852,824,366,375,591,583,703,614,558,613,653,451,614,500,603,476,539,808
KLLA0B14476g,1267,3,895,949,2742,2298,3584,3537,4595,5057,5790,5236,4286,3212,3271,3342,3621,4497,5147,5014
orf19.3707,1267,4,2828,2842,470,449,510,426,1349,985,2724,2030,3419,2816,2259,2397,2303,2224,1686,1596
YGR235C,1268,1,1009,1031,1989,2086,1570,1342,1351,1268,1859,1596,1955,1947,2337,2092,2181,2353,2692,2323
CAGL0F07931g,1268,2,1439,1138,1618,1717,2701,2907,3071,2806,3618,3734,5984,3008,3667,3417,4021,2848,3187,5563
KLLA0E15599g,1268,3,1523,1984,1849,1820,3157,2949,2937,3128,3344,2873,3504,2725,3025,3049,2598,4249,3149,3111
orf19.415,1268,4,1225,1154,1360,1409,2237,1802,2599,1898,2520,1999,2022,1994,1290,1505,1507,1386,1384,1428
YGR236C,1269,1,15,4,132,103,42,35,30,18,47,49,237,243,290,218,651,525,1264,477
CAGL0F07953g,1269,2,43,38,62,59,54,67,52,55,115,152,283,182,276,259,371,276,369,630
KLLA0E15577g,1269,3,793,837,254,188,641,692,1602,1831,3194,2552,3217,2489,3031,3358,3245,5748,4513,4361
YGR237C,1270,1,1070,1018,2890,3137,1647,1433,1444,1217,1975,1364,2522,2252,2393,2027,2577,2710,2973,2117
CAGL0F07975g,1270,2,1299,1141,701,574,2995,3665,3439,2847,3204,3512,4041,2456,2739,2255,2478,2151,2273,3502
KLLA0E15555g,1270,3,1729,1701,1642,1631,2996,2989,2395,2771,2994,2607,3408,2942,3282,3413,3606,4877,4261,4963
orf19.3984,1270,4,464,515,213,260,303,294,669,505,903,764,1316,1107,967,1257,1306,1306,1338,1532
YGR238C,1271,1,1150,1015,772,745,861,797,817,813,1034,623,906,752,983,875,961,1123,1017,883
YHR158C,1271,2,1813,1715,1823,1878,1761,1643,1918,1779,2398,1482,2012,1936,2138,1897,1735,1780,1656,1234
CAGL0I02090g,1271,3,3734,3461,2744,2700,4959,5760,5482,4347,4721,4937,7132,4353,5249,4876,5556,4757,4781,7502
CAGL0F07997g,1271,4,3720,3333,2265,2032,1645,1783,1628,1396,2002,2293,4180,2916,3439,3356,3555,2940,2428,3663
KLLA0E15511g,1271,5,1551,1635,1961,1745,3038,2816,1911,2289,1708,1502,1346,1197,1035,995,843,1077,646,678
YBR017C,1272,1,3436,3179,3221,3221,4162,3914,3987,3557,3850,2571,2475,2264,2589,2388,2199,2622,2597,2260
CAGL0I04488g,1272,2,3236,2812,5149,5183,4418,5010,3349,2710,2426,2474,3972,2082,3078,2776,3370,2632,2877,4628
KLLA0C04279g,1272,3,2080,2329,5096,4997,1961,1921,1687,1954,2677,2449,2941,2456,2690,2716,2579,3407,2715,2828
orf19.3556,1272,4,673,686,5790,5807,2828,2409,865,696,546,460,1310,925,859,863,957,706,766,952
YGR239C,1273,1,448,415,289,320,642,555,516,490,580,350,403,362,587,557,667,732,912,920
YHR160C,1273,2,150,181,457,489,271,283,257,181,295,207,480,476,670,461,812,702,1287,829
CAGL0F08019g,1273,3,690,564,767,728,241,263,249,204,353,454,683,543,728,796,915,654,639,960
CAGL0I02134g,1273,4,53,40,67,60,124,165,223,170,298,312,416,352,421,428,562,500,508,829
KLLA0E15467g,1273,5,2100,2120,511,472,373,311,346,388,356,337,419,391,537,569,685,1156,1143,1034
YGR240C,1274,1,17338,14859,13138,13874,17333,15322,17350,16162,22082,16562,20585,20701,26496,23419,23689,25476,26313,23293
CAGL0F08041g,1274,2,15379,14681,12039,9514,11663,13375,20410,15463,19278,18798,35185,19676,26471,22633,30588,30395,29984,49175
KLLA0A05544g,1274,3,49039,57281,4972,4998,49405,47040,40232,46319,44183,41497,45314,38199,42047,43294,43043,58476,48965,53084
orf19.3967,1274,4,26019,27996,8218,7747,9424,9010,22334,17507,32519,27142,32877,25435,19070,19946,20284,19616,17296,19123
YGR241C,1275,1,1089,1091,2516,2546,1414,1350,1574,1337,1897,1300,1676,1730,1515,1452,1110,1208,1017,969
YHR161C,1275,2,1747,1622,6007,5746,3001,2625,2558,2274,3994,2891,4376,3965,4092,3640,3801,4096,3937,3400
CAGL0I02156g,1275,3,3796,3197,3117,2351,3633,4088,3847,3146,2865,3294,2244,2321,2336,2346,2766,2252,2427,3288
CAGL0F08063g,1275,4,3159,2829,2816,2465,4862,5263,4760,3899,3923,4341,3572,3086,2942,3110,3983,3306,3723,5099
KLLA0A05522g,1275,5,2821,2390,1391,1124,4793,4700,4412,5041,4148,3805,3467,2845,3242,3143,2365,3142,2969,2857
YGR243W,1276,1,108,68,1192,1216,240,192,298,134,450,380,1009,864,1060,855,1449,1280,1488,1176
YHR162W,1276,2,5416,4814,9571,9453,6344,4784,5358,4691,6658,5301,4732,4586,4384,4134,2701,3279,2555,2812
CAGL0F08085g,1276,3,460,380,128,135,522,511,834,645,1127,1203,2044,1453,2149,2030,2700,2193,2313,4149
CAGL0I02178g,1276,4,4603,3987,2982,2971,1092,1190,902,851,1035,1193,1772,1263,2156,1931,2767,2126,2258,3829
KLLA0A05500g,1276,5,851,1082,2498,2309,2253,2115,1288,1314,1616,1297,1833,1346,1579,1565,1180,1988,1188,983
orf19.6435,1276,6,2193,2358,2121,2308,4007,3503,6197,4563,7187,5397,4977,5025,4207,5187,5880,6462,6509,5306
YGR244C,1277,1,3151,2848,13345,13575,10297,9536,5619,4952,7855,6011,12215,11402,11915,10238,9833,10951,9493,7814
CAGL0F08107g,1277,2,2849,2357,5254,5292,24701,27787,25985,21647,22072,22592,25564,13996,13693,13135,11929,9583,8350,13355
KLLA0A05478g,1277,3,5195,6319,1051,980,9440,9388,11108,12070,9070,8417,7624,5862,6692,6732,5714,9074,6158,6089
YGR245C,1278,1,4788,4360,479,537,4203,3710,4513,4537,3020,2235,447,385,667,732,1141,1200,1974,1531
CAGL0F08129g,1278,2,2426,2046,5403,4747,93,107,240,199,643,599,2189,1208,1871,1711,2360,1984,2106,2394
KLLA0A05456g,1278,3,1549,1716,10921,8675,114,140,396,485,1956,1763,2255,1951,1975,2056,1862,2238,1873,2083
orf19.6648,1278,4,295,296,9626,9243,3046,2681,464,415,443,411,3663,2724,2675,2924,2846,2761,2425,2795
YGR246C,1279,1,1112,1047,1088,1047,1414,1230,1284,1190,1386,1037,1009,949,1185,1115,1163,1246,1364,1060
CAGL0F08151g,1279,2,2095,1912,1766,1716,829,1096,862,640,914,944,1667,986,1276,1249,1576,1202,1201,2038
KLLA0A05434g,1279,3,1122,1183,1681,1641,1326,1264,1139,1320,1680,1461,1814,1632,1855,1888,1909,2868,1967,2159
orf19.6649,1279,4,1309,1294,2281,2191,1585,1419,1280,1045,1280,1112,1859,1407,1184,1310,1397,1229,1357,1249
YGR247W,1280,1,410,413,651,682,448,360,460,377,568,409,480,444,585,464,573,584,563,375
CAGL0F08173g,1280,2,130,148,58,72,291,335,357,294,337,322,355,318,330,300,407,297,326,485
KLLA0A05412g,1280,3,871,1027,356,361,1080,1038,940,958,1130,898,1175,871,1008,1070,951,1443,962,938
orf19.703,1280,4,1225,1177,689,691,1018,921,1452,1142,1687,1332,1397,1376,1021,1225,1330,1322,1315,1135
YGR248W,1281,1,292,270,10956,11650,2934,3038,2265,1890,3955,2967,9994,9476,9034,6954,8604,8228,9303,4552
YHR163W,1281,2,3414,3094,5113,5004,5074,4546,3623,3299,4417,3530,3173,3112,2796,2684,1705,1948,1375,1576
CAGL0I02200g,1281,3,6085,4913,5153,5339,10804,11888,13444,11024,12867,13385,16828,8751,8936,8192,9307,7030,6763,11523
KLLA0A05390g,1281,4,4276,4672,1264,1313,6450,6171,4786,5314,4492,3842,4641,3404,3965,3940,2794,4309,2988,2730
YBR018C,1282,1,66,44,199,209,89,96,93,76,100,93,222,217,304,224,506,423,931,397
KLLA0F08437g,1282,2,1620,1827,536,535,1245,1241,1558,1820,2177,1808,2499,2072,2661,2738,3002,4639,3456,3668
orf19.3675,1282,3,406,467,479,523,804,682,527,372,369,263,380,288,238,224,235,286,230,219
YOR140W,1283,1,791,702,674,699,868,862,831,763,865,559,803,709,893,786,867,877,1047,830
CAGL0I07183g,1283,2,3105,2915,3697,3204,3052,3558,3786,2899,3130,3229,3485,2935,3678,3672,4822,4503,5166,7337
KLLA0E03191g,1283,3,1829,1499,1739,1434,2758,2722,1819,2020,1672,1652,1323,1172,1326,1351,1102,1682,1471,1510
orf19.454,1283,4,1580,1888,3017,3099,2855,2411,2647,1750,2048,1996,2394,2417,1701,2095,1472,1297,1273,1535
YGR250C,1284,1,1369,1322,1799,1680,1699,1564,1515,1376,2268,1624,2562,2421,3355,3056,3816,4188,4824,4056
CAGL0F08217g,1284,2,72,58,40,14,27,22,94,66,118,164,214,104,106,69,77,69,77,144
KLLA0A05346g,1284,3,2545,2197,542,447,5547,5264,4280,5013,5203,4620,4525,3765,3819,3613,3214,3795,3089,3870
YGR251W,1285,1,550,507,188,162,598,614,601,601,511,405,166,141,289,319,420,474,730,628
CAGL0I02376g,1285,2,222,186,360,400,25,28,40,36,76,72,270,148,261,231,309,228,244,381
KLLA0A05181g,1285,3,94,124,585,595,25,20,23,35,134,123,161,121,159,164,178,244,203,213
orf19.3970,1285,4,120,131,972,875,533,459,301,206,375,294,709,691,603,789,761,755,684,668
YGR252W,1286,1,1104,934,1212,1318,1235,1107,1398,1330,1586,1109,1255,1232,1351,1279,1067,1230,1194,996
CAGL0F08283g,1286,2,2586,2397,2483,2709,2104,2386,2080,1823,1961,2106,2731,1745,2216,2061,2636,2078,2333,3304
KLLA0A05115g,1286,3,1188,1217,1882,1661,2147,1997,1565,1863,2047,1792,1968,1680,1709,1636,1506,1917,1437,1688
orf19.705,1286,4,1287,1288,1393,1496,1503,1403,1814,1290,2169,1749,2152,1995,1660,2289,1801,2267,1945,1874
YOL038W,1287,1,3698,3659,7043,7739,5945,5505,4256,3788,6103,4993,5906,5567,5192,4735,3926,4379,4218,3685
CAGL0F01199g,1287,2,10709,9172,7929,7203,11940,12504,13366,10540,12404,12181,16753,8222,8102,7696,7840,6354,5784,8203
KLLA0B11836g,1287,3,3118,3872,3452,3047,8116,7430,5465,6051,7354,5931,6502,5335,5121,5100,3530,5689,3527,3504
orf19.544.1,1287,4,3770,3749,4869,5111,5673,4849,7116,5572,8324,5918,5838,4877,3587,4233,3706,4064,3233,2932
YGR254W,1288,1,19507,16996,46477,48089,13698,15370,7732,7812,31975,21018,98089,91929,145112,122748,172814,185825,199383,164087
YHR174W,1288,2,172863,153334,163554,182504,162066,156084,141807,135467,209777,171198,256453,250332,306682,279462,254427,287161,221192,223697
CAGL0I02486g,1288,3,431397,384949,349590,338564,328746,371704,487011,398878,398327,426810,817733,332709,480573,438157,608367,483044,533108,974146
CAGL0F08261g,1288,4,179,165,173,183,2066,2313,12222,10420,14101,15475,15833,8276,8436,6560,8531,5937,8650,14882
KLLA0A09185g,1288,5,366110,438551,32367,35591,306870,289734,409775,460676,506392,431000,479984,369894,403568,403300,343420,535872,412281,437657
orf19.395,1288,6,451891,485142,181003,172063,117138,114662,299056,261763,507738,375268,514909,402728,353072,384206,375860,422956,344064,328819
YGR255C,1289,1,1456,1382,4519,4761,2415,2416,1793,1752,2726,2115,3380,3252,2925,2624,2323,2496,2272,1834
CAGL0F08239g,1289,2,3402,2959,2384,2302,5768,6695,6569,5657,6380,6574,10124,4714,5598,4897,5092,4112,4287,6910
KLLA0C02761g,1289,3,2188,2605,2094,1956,2930,2749,2197,2498,2321,2052,2116,1728,1862,1963,1442,2393,1733,1741
orf19.3058,1289,4,3701,3937,2268,2092,2452,2062,3464,2770,3927,2821,3268,2896,2485,2674,3008,2895,2920,2829
YGR256W,1290,1,121,103,2843,2441,3204,3095,1287,950,1687,1118,15138,13778,26250,18026,35846,35134,45050,29378
YHR183W,1290,2,20605,18566,17697,17822,14670,12909,12888,11582,13874,9722,7325,6824,6864,7034,5099,6193,3417,4996
CAGL0M13343g,1290,3,43465,39428,33593,31775,87966,99770,126924,101248,103521,113555,98334,60501,48705,44587,44896,37261,36623,58984
KLLA0A09339g,1290,4,41902,48960,34536,32235,78014,77350,63529,72631,75093,60368,65813,56597,54129,56401,42891,62210,44837,47771
YGR257C,1291,1,904,840,1159,1226,1207,1127,988,899,1156,892,911,883,923,874,781,922,925,774
CAGL0F08305g,1291,2,544,405,588,627,644,681,768,635,888,977,1708,815,1097,1026,1236,933,934,1602
KLLA0A09383g,1291,3,452,581,624,589,920,806,749,925,1109,899,1080,992,1028,1038,931,1239,971,1015
orf19.417,1291,4,553,520,932,922,1056,936,951,738,668,458,588,497,395,438,423,367,402,379
YGR258C,1292,1,1000,866,1963,2184,1583,1506,1221,1102,1434,1083,1706,1557,1844,1514,2370,2349,3510,1944
CAGL0F08327g,1292,2,862,755,770,808,1531,1598,2844,2307,3669,3831,6482,2971,3701,3166,3638,2977,3752,5716
KLLA0A09427g,1292,3,905,966,1013,835,1296,1287,1498,1588,2337,2057,2742,2397,2513,2795,2836,3287,2900,3346
